Plats,År,Plac,Klass,#,Namn,Klubb,Varv,Tid,Varv 1,Varv 2,Varv 3,Varv 4,Varv 5,Varv 6,Varv 7,Varv 8,Varv 9,Varv 10,Varv 11,Varv 1_Datetime,Varv 2_Datetime,Varv 3_Datetime,Varv 4_Datetime,Varv 5_Datetime,Varv 6_Datetime,Varv 7_Datetime,Varv 8_Datetime,Varv 9_Datetime,Varv 10_Datetime,Varv 11_Datetime
Töreboda MK,2023.0,59.0,Motion 50-59,1226.0,Hans Svärd,Alingsås MCK,4.0,11:23.7,17:31.3,17:48.1,17:48.9,18:15.3,,,,,,,,1900-01-01 00:17:31.300,1900-01-01 00:17:48.100,1900-01-01 00:17:48.900,1900-01-01 00:18:15.300,,,,,,,
Töreboda MK,2023.0,60.0,Motion 50-59,1200.0,Tony Lundberg,Hällefors MK,4.0,11:24.0,17:27.3,17:23.3,17:58.2,18:35.0,,,,,,,,1900-01-01 00:17:27.300,1900-01-01 00:17:23.300,1900-01-01 00:17:58.200,1900-01-01 00:18:35.000,,,,,,,
Töreboda MK,2023.0,61.0,Motion 50-59,1260.0,Mathias Svensson,Skene MS,4.0,11:32.4,17:40.8,17:35.4,17:55.9,18:20.1,,,,,,,,1900-01-01 00:17:40.800,1900-01-01 00:17:35.400,1900-01-01 00:17:55.900,1900-01-01 00:18:20.100,,,,,,,
Töreboda MK,2023.0,62.0,Motion 50-59,1219.0,Björn Sandstedt,Tibro MK,4.0,11:36.7,17:19.4,17:54.1,17:59.9,18:23.2,,,,,,,,1900-01-01 00:17:19.400,1900-01-01 00:17:54.100,1900-01-01 00:17:59.900,1900-01-01 00:18:23.200,,,,,,,
Töreboda MK,2023.0,63.0,Motion 50-59,1221.0,Benny Andersson,Kullings MS,4.0,12:03.6,17:19.6,18:09.2,17:44.7,18:49.9,,,,,,,,1900-01-01 00:17:19.600,1900-01-01 00:18:09.200,1900-01-01 00:17:44.700,1900-01-01 00:18:49.900,,,,,,,
Töreboda MK,2023.0,64.0,Motion 50-59,1235.0,Patrik Högberg,Edsvära MCK,4.0,12:06.1,17:25.3,17:37.3,18:05.6,18:57.8,,,,,,,,1900-01-01 00:17:25.300,1900-01-01 00:17:37.300,1900-01-01 00:18:05.600,1900-01-01 00:18:57.800,,,,,,,
Töreboda MK,2023.0,65.0,Ungdom E0,20.0,Albin Glansén,Tidaholms MK,4.0,12:08.8,17:58.0,17:35.9,17:59.6,18:35.1,,,,,,,,1900-01-01 00:17:58.000,1900-01-01 00:17:35.900,1900-01-01 00:17:59.600,1900-01-01 00:18:35.100,,,,,,,
Töreboda MK,2023.0,66.0,Motion Dam,472.0,Vilma Norlander,Kullings MS,4.0,12:09.5,17:39.2,17:59.3,18:23.4,18:07.3,,,,,,,,1900-01-01 00:17:39.200,1900-01-01 00:17:59.300,1900-01-01 00:18:23.400,1900-01-01 00:18:07.300,,,,,,,
Töreboda MK,2023.0,67.0,Motion 50-59,1234.0,Johan Karlsson,Falköpings MK,4.0,12:15.4,17:27.8,17:42.1,18:02.7,19:02.7,,,,,,,,1900-01-01 00:17:27.800,1900-01-01 00:17:42.100,1900-01-01 00:18:02.700,1900-01-01 00:19:02.700,,,,,,,
Töreboda MK,2023.0,68.0,Ungdom E0,37.0,Malte Olsson,Falköpings MK,4.0,12:30.0,18:59.6,17:31.6,17:59.7,17:59.0,,,,,,,,1900-01-01 00:18:59.600,1900-01-01 00:17:31.600,1900-01-01 00:17:59.700,1900-01-01 00:17:59.000,,,,,,,
Töreboda MK,2023.0,69.0,Motion 50-59,1293.0,Niclas Starck,Wäxjö MS,4.0,12:32.5,17:38.5,18:11.6,18:15.8,18:26.3,,,,,,,,1900-01-01 00:17:38.500,1900-01-01 00:18:11.600,1900-01-01 00:18:15.800,1900-01-01 00:18:26.300,,,,,,,
Töreboda MK,2023.0,70.0,Motion 50-59,1449.0,Jonas Eriksson,Skene MS,4.0,12:55.7,17:30.3,18:12.0,18:55.5,18:17.7,,,,,,,,1900-01-01 00:17:30.300,1900-01-01 00:18:12.000,1900-01-01 00:18:55.500,1900-01-01 00:18:17.700,,,,,,,
Töreboda MK,2023.0,71.0,Motion 50-59,1457.0,Magnus Persson,Götene MK,4.0,13:02.6,17:43.9,18:02.6,18:08.4,19:07.5,,,,,,,,1900-01-01 00:17:43.900,1900-01-01 00:18:02.600,1900-01-01 00:18:08.400,1900-01-01 00:19:07.500,,,,,,,
Töreboda MK,2023.0,72.0,Motion 60-,1523.0,Mikael Kristensson,MCK Hallandia,4.0,13:02.7,17:44.4,18:03.9,18:17.4,18:56.8,,,,,,,,1900-01-01 00:17:44.400,1900-01-01 00:18:03.900,1900-01-01 00:18:17.400,1900-01-01 00:18:56.800,,,,,,,
Töreboda MK,2023.0,73.0,Ungdom E0,52.0,Alvis Petersson,Norrahammars MK,4.0,13:05.5,18:04.3,18:20.8,18:07.2,18:33.1,,,,,,,,1900-01-01 00:18:04.300,1900-01-01 00:18:20.800,1900-01-01 00:18:07.200,1900-01-01 00:18:33.100,,,,,,,
Töreboda MK,2023.0,74.0,Motion 60-,1611.0,Bo Karlsson,Lilla Edets MCK,4.0,13:08.7,18:05.4,18:11.5,18:26.4,18:25.2,,,,,,,,1900-01-01 00:18:05.400,1900-01-01 00:18:11.500,1900-01-01 00:18:26.400,1900-01-01 00:18:25.200,,,,,,,
Töreboda MK,2023.0,75.0,Motion 60-,1522.0,Morgan Ernstsson,Bengtsfors MCC,4.0,13:10.1,17:37.7,17:25.8,19:10.7,18:55.7,,,,,,,,1900-01-01 00:17:37.700,1900-01-01 00:17:25.800,1900-01-01 00:19:10.700,1900-01-01 00:18:55.700,,,,,,,
Töreboda MK,2023.0,76.0,Motion 50-59,1304.0,Henrik Karlsson,Stenungsunds MS,4.0,13:38.9,18:06.1,18:23.3,18:33.3,18:36.0,,,,,,,,1900-01-01 00:18:06.100,1900-01-01 00:18:23.300,1900-01-01 00:18:33.300,1900-01-01 00:18:36.000,,,,,,,
Töreboda MK,2023.0,77.0,Motion 60-,1501.0,Kennet Eriksson,SMK Trollhättan,4.0,13:50.6,18:20.3,18:12.1,18:26.9,18:51.1,,,,,,,,1900-01-01 00:18:20.300,1900-01-01 00:18:12.100,1900-01-01 00:18:26.900,1900-01-01 00:18:51.100,,,,,,,
Töreboda MK,2023.0,78.0,Ungdom E0,40.0,Isac Tornberg,Carlsborgs MK,4.0,14:02.6,18:20.0,18:17.4,18:16.2,19:08.7,,,,,,,,1900-01-01 00:18:20.000,1900-01-01 00:18:17.400,1900-01-01 00:18:16.200,1900-01-01 00:19:08.700,,,,,,,
Töreboda MK,2023.0,79.0,Ungdom E0,56.0,Åke Wellander,Hallsbergs MK,4.0,14:06.6,18:54.7,18:05.5,18:01.5,19:04.7,,,,,,,,1900-01-01 00:18:54.700,1900-01-01 00:18:05.500,1900-01-01 00:18:01.500,1900-01-01 00:19:04.700,,,,,,,
Töreboda MK,2023.0,80.0,Motion 50-59,1259.0,Markus Hansson,FMCK Borås,4.0,14:25.7,18:31.6,18:14.8,18:40.1,18:59.0,,,,,,,,1900-01-01 00:18:31.600,1900-01-01 00:18:14.800,1900-01-01 00:18:40.100,1900-01-01 00:18:59.000,,,,,,,
Töreboda MK,2023.0,81.0,Motion 50-59,1208.0,Marcus Ljung,SMK Trollhättan,4.0,14:34.3,18:24.5,18:27.8,18:49.6,18:52.4,,,,,,,,1900-01-01 00:18:24.500,1900-01-01 00:18:27.800,1900-01-01 00:18:49.600,1900-01-01 00:18:52.400,,,,,,,
Töreboda MK,2023.0,82.0,Motion 50-59,1446.0,Anders Berglund,Örebro EK,4.0,14:37.7,17:59.0,18:15.7,18:47.7,19:35.1,,,,,,,,1900-01-01 00:17:59.000,1900-01-01 00:18:15.700,1900-01-01 00:18:47.700,1900-01-01 00:19:35.100,,,,,,,
Töreboda MK,2023.0,83.0,Motion 50-59,1204.0,Peter Damgren,FMCK Skövde,4.0,14:39.8,18:23.9,18:05.6,18:29.7,19:40.4,,,,,,,,1900-01-01 00:18:23.900,1900-01-01 00:18:05.600,1900-01-01 00:18:29.700,1900-01-01 00:19:40.400,,,,,,,
Töreboda MK,2023.0,84.0,Motion 50-59,1278.0,Andreas Holmstrand,FMCK Borås,4.0,14:53.2,18:45.2,18:24.2,18:55.2,18:48.4,,,,,,,,1900-01-01 00:18:45.200,1900-01-01 00:18:24.200,1900-01-01 00:18:55.200,1900-01-01 00:18:48.400,,,,,,,
Töreboda MK,2023.0,85.0,Ungdom E0,12.0,Benjamin Bengtsson,Falköpings MK,4.0,14:53.2,18:17.1,18:42.6,18:52.9,19:00.4,,,,,,,,1900-01-01 00:18:17.100,1900-01-01 00:18:42.600,1900-01-01 00:18:52.900,1900-01-01 00:19:00.400,,,,,,,
Töreboda MK,2023.0,86.0,Motion 50-59,1254.0,Jörgen Rutgersson,Stenungsunds MS,4.0,14:56.9,18:36.2,18:13.6,18:43.0,19:23.9,,,,,,,,1900-01-01 00:18:36.200,1900-01-01 00:18:13.600,1900-01-01 00:18:43.000,1900-01-01 00:19:23.900,,,,,,,
Töreboda MK,2023.0,87.0,Motion 50-59,1273.0,Jan-Eric Höög,Skene MS,4.0,15:09.1,18:26.8,18:23.2,18:51.5,19:27.4,,,,,,,,1900-01-01 00:18:26.800,1900-01-01 00:18:23.200,1900-01-01 00:18:51.500,1900-01-01 00:19:27.400,,,,,,,
Töreboda MK,2023.0,88.0,Motion 60-,1512.0,Asbjørn Sletholt,"Flittig, Utenlandsk klubb",4.0,15:14.2,18:22.9,18:23.7,18:50.6,19:36.9,,,,,,,,1900-01-01 00:18:22.900,1900-01-01 00:18:23.700,1900-01-01 00:18:50.600,1900-01-01 00:19:36.900,,,,,,,
Töreboda MK,2023.0,89.0,Ungdom E0,2.0,Elvira Auvinen,FMCK Skövde,4.0,15:16.6,18:56.1,18:28.9,18:46.5,19:04.9,,,,,,,,1900-01-01 00:18:56.100,1900-01-01 00:18:28.900,1900-01-01 00:18:46.500,1900-01-01 00:19:04.900,,,,,,,
Töreboda MK,2023.0,90.0,Motion 50-59,1265.0,Kenny Elfström,Örebro EK,4.0,15:33.6,18:56.9,18:47.9,19:01.0,18:47.7,,,,,,,,1900-01-01 00:18:56.900,1900-01-01 00:18:47.900,1900-01-01 00:19:01.000,1900-01-01 00:18:47.700,,,,,,,
Töreboda MK,2023.0,91.0,Motion 50-59,1233.0,Jimmy Öhlin,MK Ran,4.0,15:36.9,18:46.6,18:56.0,18:51.7,19:02.3,,,,,,,,1900-01-01 00:18:46.600,1900-01-01 00:18:56.000,1900-01-01 00:18:51.700,1900-01-01 00:19:02.300,,,,,,,
Töreboda MK,2023.0,92.0,Motion 60-,1500.0,Tommy Berndtsson,SMK Trollhättan,4.0,15:38.1,18:41.5,19:20.6,18:48.9,18:46.9,,,,,,,,1900-01-01 00:18:41.500,1900-01-01 00:19:20.600,1900-01-01 00:18:48.900,1900-01-01 00:18:46.900,,,,,,,
Töreboda MK,2023.0,93.0,Motion 50-59,1285.0,Stefan Larsson,Carlsborgs MK,4.0,15:52.9,18:36.3,18:47.6,19:08.2,19:20.6,,,,,,,,1900-01-01 00:18:36.300,1900-01-01 00:18:47.600,1900-01-01 00:19:08.200,1900-01-01 00:19:20.600,,,,,,,
Töreboda MK,2023.0,94.0,Motion 60-,1617.0,Staffan Oldenburg,FMCK Skövde,4.0,15:58.7,18:45.0,18:55.3,19:00.9,19:17.3,,,,,,,,1900-01-01 00:18:45.000,1900-01-01 00:18:55.300,1900-01-01 00:19:00.900,1900-01-01 00:19:17.300,,,,,,,
Töreboda MK,2023.0,95.0,Motion 50-59,1223.0,Roger Wallgren,FMCK Skövde,4.0,16:02.2,18:23.4,18:25.6,19:07.2,20:05.9,,,,,,,,1900-01-01 00:18:23.400,1900-01-01 00:18:25.600,1900-01-01 00:19:07.200,1900-01-01 00:20:05.900,,,,,,,
Töreboda MK,2023.0,96.0,Motion 50-59,1213.0,Lars Nilsson,BMK Uddevalla,4.0,16:05.5,18:37.6,18:56.3,19:16.5,19:15.0,,,,,,,,1900-01-01 00:18:37.600,1900-01-01 00:18:56.300,1900-01-01 00:19:16.500,1900-01-01 00:19:15.000,,,,,,,
Töreboda MK,2023.0,97.0,Motion 50-59,1376.0,Karl Essgärde,Götene MK,4.0,16:14.5,18:16.6,18:50.2,19:42.5,19:25.1,,,,,,,,1900-01-01 00:18:16.600,1900-01-01 00:18:50.200,1900-01-01 00:19:42.500,1900-01-01 00:19:25.100,,,,,,,
Töreboda MK,2023.0,98.0,Motion 60-,1660.0,Joakim Hedström,Kinds MK,4.0,16:28.2,18:39.2,19:04.9,19:13.2,19:30.7,,,,,,,,1900-01-01 00:18:39.200,1900-01-01 00:19:04.900,1900-01-01 00:19:13.200,1900-01-01 00:19:30.700,,,,,,,
Töreboda MK,2023.0,99.0,Motion 50-59,1346.0,Fredrik Langvall,Skene MS,4.0,16:40.4,18:38.3,18:46.7,19:24.5,19:50.8,,,,,,,,1900-01-01 00:18:38.300,1900-01-01 00:18:46.700,1900-01-01 00:19:24.500,1900-01-01 00:19:50.800,,,,,,,
Töreboda MK,2023.0,100.0,Motion 60-,1548.0,Lennart Bengtsson,SMK Hedemora,4.0,16:45.5,18:14.9,18:31.8,19:53.0,20:05.7,,,,,,,,1900-01-01 00:18:14.900,1900-01-01 00:18:31.800,1900-01-01 00:19:53.000,1900-01-01 00:20:05.700,,,,,,,
Töreboda MK,2023.0,101.0,Motion 50-59,1220.0,Lennart Bodin,FMCK Borås,4.0,16:51.4,18:38.1,18:46.3,19:23.0,20:03.8,,,,,,,,1900-01-01 00:18:38.100,1900-01-01 00:18:46.300,1900-01-01 00:19:23.000,1900-01-01 00:20:03.800,,,,,,,
Töreboda MK,2023.0,102.0,Motion 60-,1508.0,Berth-Åke Åhman,FMCK Borås,4.0,17:01.6,18:30.8,18:46.2,19:11.7,20:32.7,,,,,,,,1900-01-01 00:18:30.800,1900-01-01 00:18:46.200,1900-01-01 00:19:11.700,1900-01-01 00:20:32.700,,,,,,,
Töreboda MK,2023.0,103.0,Motion 60-,1511.0,Håkan Persson,MK Ran,4.0,17:10.5,18:25.7,18:34.9,20:10.0,19:59.8,,,,,,,,1900-01-01 00:18:25.700,1900-01-01 00:18:34.900,1900-01-01 00:20:10.000,1900-01-01 00:19:59.800,,,,,,,
Töreboda MK,2023.0,104.0,Ungdom E0,24.0,Wilmer Nilsson,Hallsbergs MK,4.0,17:14.4,19:01.3,18:33.1,20:13.1,19:26.7,,,,,,,,1900-01-01 00:19:01.300,1900-01-01 00:18:33.100,1900-01-01 00:20:13.100,1900-01-01 00:19:26.700,,,,,,,
Töreboda MK,2023.0,105.0,Motion 60-,1515.0,Thomas Nilsson,Falköpings MK,4.0,17:17.8,19:03.7,18:36.6,19:35.5,20:01.8,,,,,,,,1900-01-01 00:19:03.700,1900-01-01 00:18:36.600,1900-01-01 00:19:35.500,1900-01-01 00:20:01.800,,,,,,,
Töreboda MK,2023.0,106.0,Ungdom E0,42.0,Sander Sangberg,Lidköpings MCK,4.0,17:44.4,19:27.8,19:38.3,19:21.7,19:16.4,,,,,,,,1900-01-01 00:19:27.800,1900-01-01 00:19:38.300,1900-01-01 00:19:21.700,1900-01-01 00:19:16.400,,,,,,,
Töreboda MK,2023.0,107.0,Motion 60-,1697.0,Mats Karlsson,Kungsbacka MA,4.0,18:07.7,18:55.9,18:41.0,20:02.0,20:28.7,,,,,,,,1900-01-01 00:18:55.900,1900-01-01 00:18:41.000,1900-01-01 00:20:02.000,1900-01-01 00:20:28.700,,,,,,,
Töreboda MK,2023.0,108.0,Motion 60-,1600.0,Tony Johnsson,FMCK Borås,4.0,18:12.7,18:49.0,21:00.9,19:06.9,19:15.8,,,,,,,,1900-01-01 00:18:49.000,1900-01-01 00:21:00.900,1900-01-01 00:19:06.900,1900-01-01 00:19:15.800,,,,,,,
Töreboda MK,2023.0,109.0,Motion 60-,1514.0,Karl-Axel Andersson,FMCK Borås,4.0,18:34.7,18:57.0,19:01.8,19:59.6,20:36.2,,,,,,,,1900-01-01 00:18:57.000,1900-01-01 00:19:01.800,1900-01-01 00:19:59.600,1900-01-01 00:20:36.200,,,,,,,
Töreboda MK,2023.0,110.0,Motion 60-,1506.0,Lars-Gunnar Skogh,Falköpings MK,4.0,18:59.6,19:17.9,19:11.1,20:26.2,20:04.3,,,,,,,,1900-01-01 00:19:17.900,1900-01-01 00:19:11.100,1900-01-01 00:20:26.200,1900-01-01 00:20:04.300,,,,,,,
Töreboda MK,2023.0,111.0,Motion 50-59,1252.0,Richard Kling,MK Pionjär,4.0,20:04.0,19:26.6,19:59.1,20:21.1,20:17.0,,,,,,,,1900-01-01 00:19:26.600,1900-01-01 00:19:59.100,1900-01-01 00:20:21.100,1900-01-01 00:20:17.000,,,,,,,
Töreboda MK,2023.0,112.0,Motion 50-59,1256.0,Jim Larsson,Stenungsunds MS,4.0,20:09.9,19:52.9,19:37.8,20:31.2,20:07.8,,,,,,,,1900-01-01 00:19:52.900,1900-01-01 00:19:37.800,1900-01-01 00:20:31.200,1900-01-01 00:20:07.800,,,,,,,
Töreboda MK,2023.0,113.0,Motion Dam,462.0,Carolin Wedemalm,Falköpings MK,4.0,20:24.5,19:24.3,19:29.5,20:20.7,21:09.8,,,,,,,,1900-01-01 00:19:24.300,1900-01-01 00:19:29.500,1900-01-01 00:20:20.700,1900-01-01 00:21:09.800,,,,,,,
Töreboda MK,2023.0,114.0,Motion Dam,499.0,Victoria Wester,FMCK Skövde,4.0,21:26.6,20:46.5,20:03.9,20:14.9,20:21.1,,,,,,,,1900-01-01 00:20:46.500,1900-01-01 00:20:03.900,1900-01-01 00:20:14.900,1900-01-01 00:20:21.100,,,,,,,
Töreboda MK,2023.0,115.0,Motion 50-59,1282.0,Mikael Starby,Tranås MS,4.0,21:37.2,20:25.9,19:59.0,20:42.5,20:29.7,,,,,,,,1900-01-01 00:20:25.900,1900-01-01 00:19:59.000,1900-01-01 00:20:42.500,1900-01-01 00:20:29.700,,,,,,,
Töreboda MK,2023.0,116.0,Ungdom E0,28.0,Olle Söderberg,Falköpings MK,4.0,22:10.6,20:36.8,20:06.7,20:49.4,20:37.5,,,,,,,,1900-01-01 00:20:36.800,1900-01-01 00:20:06.700,1900-01-01 00:20:49.400,1900-01-01 00:20:37.500,,,,,,,
Töreboda MK,2023.0,117.0,Motion 50-59,1201.0,Anders Edin,Falköpings MK,4.0,22:15.4,20:08.4,20:04.1,20:36.0,21:26.7,,,,,,,,1900-01-01 00:20:08.400,1900-01-01 00:20:04.100,1900-01-01 00:20:36.000,1900-01-01 00:21:26.700,,,,,,,
Töreboda MK,2023.0,118.0,Ungdom E0,31.0,Egon Pettersson Blomström,Karlskoga EK,4.0,22:16.4,20:18.8,20:19.3,21:37.0,20:01.2,,,,,,,,1900-01-01 00:20:18.800,1900-01-01 00:20:19.300,1900-01-01 00:21:37.000,1900-01-01 00:20:01.200,,,,,,,
Töreboda MK,2023.0,119.0,Motion 50-59,1421.0,Tomas Aronsson,Töreboda MK,4.0,22:35.6,20:44.6,20:27.4,20:39.1,20:44.4,,,,,,,,1900-01-01 00:20:44.600,1900-01-01 00:20:27.400,1900-01-01 00:20:39.100,1900-01-01 00:20:44.400,,,,,,,
Töreboda MK,2023.0,120.0,Motion 50-59,1312.0,Christian Larsson,Ulricehamns MK,4.0,22:45.6,21:29.9,20:23.0,20:25.3,20:27.3,,,,,,,,1900-01-01 00:21:29.900,1900-01-01 00:20:23.000,1900-01-01 00:20:25.300,1900-01-01 00:20:27.300,,,,,,,
Töreboda MK,2023.0,121.0,Motion Dam,450.0,Louise Svensson,Götene MK,4.0,23:45.7,21:44.6,20:16.0,21:13.5,20:31.6,,,,,,,,1900-01-01 00:21:44.600,1900-01-01 00:20:16.000,1900-01-01 00:21:13.500,1900-01-01 00:20:31.600,,,,,,,
Töreboda MK,2023.0,122.0,Motion 60-,1507.0,Thomas Gustafsson,Älvbygdens MK,4.0,24:20.5,20:45.2,21:01.6,21:07.6,21:25.9,,,,,,,,1900-01-01 00:20:45.200,1900-01-01 00:21:01.600,1900-01-01 00:21:07.600,1900-01-01 00:21:25.900,,,,,,,
Töreboda MK,2023.0,123.0,Motion Dam,451.0,Linnéa Jensmark,Solshesters MCK,4.0,24:30.2,21:04.7,21:01.5,21:03.9,21:20.0,,,,,,,,1900-01-01 00:21:04.700,1900-01-01 00:21:01.500,1900-01-01 00:21:03.900,1900-01-01 00:21:20.000,,,,,,,
Töreboda MK,2023.0,124.0,Motion 50-59,1368.0,Anders Engström,Stenungsunds MS,4.0,24:46.6,20:28.0,20:49.8,21:22.8,22:05.8,,,,,,,,1900-01-01 00:20:28.000,1900-01-01 00:20:49.800,1900-01-01 00:21:22.800,1900-01-01 00:22:05.800,,,,,,,
Töreboda MK,2023.0,125.0,Motion 50-59,1250.0,Rikard Bengtsson,FMCK Borås,4.0,25:34.3,20:43.9,20:55.6,21:43.4,22:11.2,,,,,,,,1900-01-01 00:20:43.900,1900-01-01 00:20:55.600,1900-01-01 00:21:43.400,1900-01-01 00:22:11.200,,,,,,,
Töreboda MK,2023.0,126.0,Ungdom E0,11.0,Alicia Isaksson,Falköpings MK,4.0,25:59.0,21:09.9,21:29.8,21:26.7,21:52.5,,,,,,,,1900-01-01 00:21:09.900,1900-01-01 00:21:29.800,1900-01-01 00:21:26.700,1900-01-01 00:21:52.500,,,,,,,
Töreboda MK,2023.0,127.0,Motion 60-,1516.0,Jan Backelin,MK Pionjär,4.0,26:19.8,20:36.8,20:27.4,21:00.2,24:15.3,,,,,,,,1900-01-01 00:20:36.800,1900-01-01 00:20:27.400,1900-01-01 00:21:00.200,1900-01-01 00:24:15.300,,,,,,,
Töreboda MK,2023.0,128.0,Motion Dam,459.0,Marie Gustafsson,Ulricehamns MK,4.0,26:23.0,20:29.1,21:50.3,21:49.2,22:14.2,,,,,,,,1900-01-01 00:20:29.100,1900-01-01 00:21:50.300,1900-01-01 00:21:49.200,1900-01-01 00:22:14.200,,,,,,,
Töreboda MK,2023.0,129.0,Motion 60-,1510.0,Stefan Pettersen,Falköpings MK,4.0,28:18.5,21:38.5,21:16.6,22:58.1,22:25.1,,,,,,,,1900-01-01 00:21:38.500,1900-01-01 00:21:16.600,1900-01-01 00:22:58.100,1900-01-01 00:22:25.100,,,,,,,
Töreboda MK,2023.0,130.0,Motion 50-59,1264.0,Tommy Johansson,Skene MS,4.0,29:29.5,20:41.7,21:58.3,24:02.2,22:47.0,,,,,,,,1900-01-01 00:20:41.700,1900-01-01 00:21:58.300,1900-01-01 00:24:02.200,1900-01-01 00:22:47.000,,,,,,,
Töreboda MK,2023.0,131.0,Ungdom E0,80.0,Arvid Bursell,SMK Värnamo,4.0,32:48.1,20:39.3,22:03.8,23:00.5,27:04.5,,,,,,,,1900-01-01 00:20:39.300,1900-01-01 00:22:03.800,1900-01-01 00:23:00.500,1900-01-01 00:27:04.500,,,,,,,
Töreboda MK,2023.0,132.0,Ungdom E0,69.0,Pontus Martinez Johansson,Töreboda MK,3.0,01:21.6,20:55.0,19:58.2,20:28.2,,,,,,,,,1900-01-01 00:20:55.000,1900-01-01 00:19:58.200,1900-01-01 00:20:28.200,,,,,,,,
Töreboda MK,2023.0,133.0,Motion 50-59,1272.0,Johan Thorn,Beskaskinn MC,3.0,02:23.1,19:34.3,20:25.6,22:23.0,,,,,,,,,1900-01-01 00:19:34.300,1900-01-01 00:20:25.600,1900-01-01 00:22:23.000,,,,,,,,
Töreboda MK,2023.0,134.0,Motion 50-59,1246.0,Claes Gustafsson,Töreboda MK,3.0,05:00.5,20:54.0,21:33.5,22:33.0,,,,,,,,,1900-01-01 00:20:54.000,1900-01-01 00:21:33.500,1900-01-01 00:22:33.000,,,,,,,,
Töreboda MK,2023.0,135.0,Motion 60-,1555.0,Bengt Ekdahl,FMCK Borås,3.0,07:50.9,21:09.7,22:46.9,23:54.2,,,,,,,,,1900-01-01 00:21:09.700,1900-01-01 00:22:46.900,1900-01-01 00:23:54.200,,,,,,,,
Töreboda MK,2023.0,136.0,Ungdom E0,58.0,Alice Wahlström,Hallsbergs MK,3.0,11:40.3,23:39.6,23:16.3,24:44.3,,,,,,,,,1900-01-01 00:23:39.600,1900-01-01 00:23:16.300,1900-01-01 00:24:44.300,,,,,,,,
Töreboda MK,2023.0,137.0,Ungdom E0,16.0,Knut Persson,Tibro MK,3.0,11:48.4,22:24.5,23:37.4,25:46.4,,,,,,,,,1900-01-01 00:22:24.500,1900-01-01 00:23:37.400,1900-01-01 00:25:46.400,,,,,,,,
Töreboda MK,2023.0,138.0,Ungdom E0,9.0,William Sköld,Falköpings MK,3.0,16:15.9,23:41.5,25:50.8,26:43.5,,,,,,,,,1900-01-01 00:23:41.500,1900-01-01 00:25:50.800,1900-01-01 00:26:43.500,,,,,,,,
Töreboda MK,2023.0,139.0,Motion 50-59,1216.0,Per Hedskog,SMK Trollhättan,2.0,34:35.3,17:16.9,17:18.4,,,,,,,,,,1900-01-01 00:17:16.900,1900-01-01 00:17:18.400,,,,,,,,,
Töreboda MK,2023.0,140.0,Motion 50-59,1238.0,Tomas Sjöquist,Försvarsmaktens EK,2.0,35:49.0,17:56.9,17:52.0,,,,,,,,,,1900-01-01 00:17:56.900,1900-01-01 00:17:52.000,,,,,,,,,
Töreboda MK,2023.0,141.0,Ungdom E0,94.0,Wilje Bogren,Töreboda MK,2.0,36:06.3,17:50.2,18:16.0,,,,,,,,,,1900-01-01 00:17:50.200,1900-01-01 00:18:16.000,,,,,,,,,
Töreboda MK,2023.0,142.0,Ungdom E0,21.0,William Larsson,FMCK Skövde,2.0,44:31.0,18:54.8,25:36.1,,,,,,,,,,1900-01-01 00:18:54.800,1900-01-01 00:25:36.100,,,,,,,,,
Töreboda MK,2023.0,143.0,Ungdom E0,93.0,Billy Aronsson,Töreboda MK,2.0,00:25.1,25:02.1,35:22.9,,,,,,,,,,1900-01-01 00:25:02.100,1900-01-01 00:35:22.900,,,,,,,,,
Töreboda MK,2023.0,144.0,Ungdom E0,3.0,William Marcher,Hallsbergs MK,1.0,17:08.9,17:08.9,,,,,,,,,,,1900-01-01 00:17:08.900,,,,,,,,,,
Töreboda MK,2023.0,1.0,Ungdom E1,169.0,Olof Backman,Karlskoga EK,4.0,01:14.0,14:56.8,15:13.7,15:26.0,15:37.3,,,,,,,,1900-01-01 00:14:56.800,1900-01-01 00:15:13.700,1900-01-01 00:15:26.000,1900-01-01 00:15:37.300,,,,,,,
Töreboda MK,2023.0,2.0,Motion -39,539.0,Niklas Mörk,Laxå MK,4.0,01:48.7,14:53.7,15:14.8,15:32.9,16:07.1,,,,,,,,1900-01-01 00:14:53.700,1900-01-01 00:15:14.800,1900-01-01 00:15:32.900,1900-01-01 00:16:07.100,,,,,,,
Töreboda MK,2023.0,3.0,Ungdom E1,175.0,William Almén,SMK Värnamo,4.0,02:01.9,14:50.7,15:07.8,15:50.9,16:12.3,,,,,,,,1900-01-01 00:14:50.700,1900-01-01 00:15:07.800,1900-01-01 00:15:50.900,1900-01-01 00:16:12.300,,,,,,,
Töreboda MK,2023.0,4.0,Ungdom E1,100.0,Hugo Andersson,Tibro MK,4.0,02:32.6,14:44.2,15:09.5,15:51.4,16:47.3,,,,,,,,1900-01-01 00:14:44.200,1900-01-01 00:15:09.500,1900-01-01 00:15:51.400,1900-01-01 00:16:47.300,,,,,,,
Töreboda MK,2023.0,5.0,Ungdom E1,104.0,Theodor Popp,SMK Värnamo,4.0,02:50.2,15:14.8,15:40.6,15:52.6,16:02.1,,,,,,,,1900-01-01 00:15:14.800,1900-01-01 00:15:40.600,1900-01-01 00:15:52.600,1900-01-01 00:16:02.100,,,,,,,
